drugs,smiles,can_smiles,iupac
tacalcitol,CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3/C[C@@H](O)C[C@H](O)C3=C,C=C1/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,"(1R,3S,5E)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(2R,5S)-5-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol"
tacrolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)/C=C(C)/[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)CC(=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)/C)OC)[C@H](C[C@H]4C)OC,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-prop-2-enyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone"
tamoxifen,CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,"2-[4-[(Z)-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine"
tazobactam,C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)[S]1(=O)=O)C(O)=O,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,"(2S,3S,5R)-3-methyl-4,4,7-trioxo-3-(triazol-1-ylmethyl)-4λ6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylicacid"
telmisartan,CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(O)=O)c5nc6ccccc6n5C,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,2-[4-[[4-methyl-6-(1-methylbenzimidazol-2-yl)-2-propylbenzimidazol-1-yl]methyl]phenyl]benzoicacid
tenofovir,C[C@H](Cn1cnc2c(N)ncnc12)OC[P](O)(O)=O,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,[(2R)-1-(6-aminopurin-9-yl)propan-2-yl]oxymethylphosphonicacid
tenofovir disoproxil fumarate,CC(C)OC(=O)OCO[P](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C.OC(=O)\C=C\C(O)=O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,[[(2R)-1-(6-aminopurin-9-yl)propan-2-yl]oxymethyl-(propan-2-yloxycarbonyloxymethoxy)phosphoryl]oxymethylpropan-2-ylcarbonate;(E)-but-2-enedioicacid
terbinafine,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,"(E)-N,6,6-trimethyl-N-(naphthalen-1-ylmethyl)hept-2-en-4-yn-1-amine"
terbutaline,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,"5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol"
terizidone,O=C1NOCC1N=Cc2ccc(cc2)C=NC3CONC3=O,O=C1NOCC1N=Cc1ccc(C=NC2CONC2=O)cc1,"4-[[4-[(3-oxo-1,2-oxazolidin-4-yl)iminomethyl]phenyl]methylideneamino]-1,2-oxazolidin-3-one"
testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one"
tetracaine,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,2-(dimethylamino)ethyl4-(butylamino)benzoate
thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,"2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione"
thiamine,[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.[Cl-],"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol;chloride"
thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,"5-ethyl-5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione"
timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,"(2S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol"
tinidazole,CC[S](=O)(=O)CCn1c(C)ncc1[N+]([O-])=O,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1-(2-ethylsulfonylethyl)-2-methyl-5-nitroimidazole
tioguanine,NC1=NC(=S)c2[nH]cnc2N1,Nc1nc(=S)c2[nH]cnc2[nH]1,"2-amino-3,7-dihydropurine-6-thione"
tiotropium bromide,[Br-].C[N+]1(C)C2CC(CC1C3OC23)OC(=O)C(O)(c4sccc4)c5sccc5,C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12.[Br-],"(9,9-dimethyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl)2-hydroxy-2,2-dithiophen-2-ylacetate;bromide"
tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,"(2S,3R,4S,5S,6R)-4-amino-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[(2R,3R,5S,6R)-3-amino-6-(aminomethyl)-5-hydroxyoxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-6-(hydroxymethyl)oxane-3,5-diol"
torasemide,CC(C)NC(=O)N[S](=O)(=O)c1cnccc1Nc2cccc(C)c2,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,1-[4-(3-methylanilino)pyridin-3-yl]sulfonyl-3-propan-2-ylurea
tranexamic acid,NCC1CCC(CC1)C(O)=O,NCC1CCC(C(=O)O)CC1,4-(aminomethyl)cyclohexane-1-carboxylicacid
triclabendazole,CSc1[nH]c2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2n1,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,"6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole"
trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,"5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine"
triptorelin,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CO)NC(=O)C(Cc4c[nH]c5ccccc45)NC(=O)C(Cc6c[nH]cn6)NC(=O)C7CCC(=O)N7)C(=O)NC(CCCNC(N)=N)C(=O)N8CCCC8C(=O)NCC(N)=O,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,N-[1-[[1-[[1-[[1-[[1-[[1-[[1-[2-[(2-amino-2-oxoethyl)carbamoyl]pyrrolidin-1-yl]-5-carbamimidamido-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-4-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide
tropicamide,NC(=O)C(CO)c1ccccc1,NC(=O)C(CO)c1ccccc1,3-hydroxy-2-phenylpropanamide
tropisetron,[H+].[Cl-].CN1C2CCC1CC(C2)OC(=O)c3c[nH]c4ccccc34,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2.[Cl-].[H+],hydron;(8-methyl-8-azabicyclo[3.2.1]octan-3-yl)1H-indole-3-carboxylate;chloride
ulipristal,CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,"(8S,11R,13S,14S,17R)-17-acetyl-11-[4-(dimethylamino)phenyl]-17-hydroxy-13-methyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one"
umeclidinium,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,diphenyl-[1-(2-phenylmethoxyethyl)-1-azoniabicyclo[2.2.2]octan-4-yl]methanol
urea,NC(N)=O,NC(N)=O,urea
vaborbactam,OB1O[C@H](CC(O)=O)CC[C@@H]1NC(=O)CC1=CC=CS1,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,"2-[(3R,6S)-2-hydroxy-3-[(2-thiophen-2-ylacetyl)amino]oxaborinan-6-yl]aceticacid"
valaciclovir,CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,2-[(2-amino-6-oxo-3H-purin-9-yl)methoxy]ethyl(2S)-2-amino-3-methylbutanoate
valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2C(=O)N=C(N)Nc12,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,[2-[(2-amino-6-oxo-3H-purin-9-yl)methoxy]-3-hydroxypropyl](2S)-2-amino-3-methylbutanoate
valproic acid (sodium valproate),CCCC(CCC)C(O)=O,CCCC(CCC)C(=O)O,2-propylpentanoicacid
vancomycin,CN[C@H](CC(C)C)C(=O)NC1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@@H](NC6=O)C(O)=O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2,CN[C@H](CC(C)C)C(=O)NC1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,"(1S,2R,18R,22S,25R,28R,40R)-48-[(2S,3R,4S,5S,6R)-3-[(2S,4S,5S,6S)-4-amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-22-(2-amino-2-oxoethyl)-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-[[(2R)-4-methyl-2-(methylamino)pentanoyl]amino]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentazaoctacyclo[26.14.2.23,6.214,17.18,12.129,33.010,25.034,39]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34(39),35,37,46,49-pentadecaene-40-carboxylicacid"
varenicline,C1NC[C@H]2C[C@@H]1c3cc4nccnc4cc23,c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1,"(1S,12R)-5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene"
vecuronium,[Br-].CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(C)=O)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],"[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-17-acetyloxy-10,13-dimethyl-16-(1-methylpiperidin-1-ium-1-yl)-2-piperidin-1-yl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl]acetate;bromide"
velpatasvir,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c65)cc3-4)[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,"methylN-[(1R)-2-[(2S,4S)-2-[5-[6-[(2S,5S)-1-[(2S)-2-(methoxycarbonylamino)-3-methylbutanoyl]-5-methylpyrrolidin-2-yl]-21-oxa-5,7-diazapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-1(13),2,4(8),6,9,11,14(19),15,17-nonaen-17-yl]-1H-imidazol-2-yl]-4-(methoxymethyl)pyrrolidin-1-yl]-2-oxo-1-phenylethyl]carbamate"
verapamil,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,"2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile"
vilanterol,OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,"4-[(1R)-2-[6-[2-[(2,6-dichlorophenyl)methoxy]ethoxy]hexylamino]-1-hydroxyethyl]-2-(hydroxymethyl)phenol"
vinorelbine,CCC1=CC2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC.O[C@H]([C@@H](O)C(O)=O)C(O)=O.O[C@H]([C@@H](O)C(O)=O)C(O)=O,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)[C@H](O)[C@@H](O)C(=O)O.O=C(O)[C@H](O)[C@@H](O)C(=O)O,"(2R,3R)-2,3-dihydroxybutanedioicacid;methyl(1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(12S)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate"
voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"(2R,3S)-2-(2,4-difluorophenyl)-3-(5-fluoropyrimidin-4-yl)-1-(1,2,4-triazol-1-yl)butan-2-ol"
warfarin,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,2-hydroxy-3-(3-oxo-1-phenylbutyl)chromen-4-one
xylometazoline,Cc1cc(cc(C)c1CC2=NCCN2)C(C)(C)C,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,"2-[(4-tert-butyl-2,6-dimethylphenyl)methyl]-4,5-dihydro-1H-imidazole"
zidovudine,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,"1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione"
zinc sulfate,[Zn++].[O-][S]([O-])(=O)=O,O=S(=O)([O-])[O-].[Zn+2],zinc;sulfate
zoledronic acid,O.OC(Cn1ccnc1)([P](O)(O)=O)[P](O)(O)=O,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,(1-hydroxy-2-imidazol-1-yl-1-phosphonoethyl)phosphonicacid;hydrate
